img,folder,ratio,h,w,area,est_h_cm,est_w_cm,mode,gmean,kurtosis,var,std
../images/mask_set/2high_exsertion_low_seed_set/11.tif,2high_exsertion_low_seed_set,0.347826087,92,32,6627,0.9684210526,0.3368421053,31,34.3,3.6853766161,-2619.2173642367,19.7200067243
../images/mask_set/2high_exsertion_low_seed_set/113.tif,2high_exsertion_low_seed_set,0.47,100,47,8163,1.0526315789,0.4947368421,23,31.9,2.7107585932,-1672.5813614977,20.8222900203
../images/mask_set/2high_exsertion_low_seed_set/70.tif,2high_exsertion_low_seed_set,0.3866666667,75,29,4227,0.7894736842,0.3052631579,31,36.16,2.193223568,-5048.3554526274,20.8646010728
../images/mask_set/2high_exsertion_low_seed_set/66.tif,2high_exsertion_low_seed_set,0.3131313131,99,31,6705,1.0421052632,0.3263157895,33,39.25,0.9852719481,-4142.1541482747,20.9784102569
../images/mask_set/2low_seed_set_low_exsertion/61.tif,2low_seed_set_low_exsertion,3.8333333333,115,30,7317,1.2105263158,0.3157894737,35,47.06,-0.5990775026,-7067.6455239742,22.6295657267
../images/mask_set/2low_seed_set_low_exsertion/18.tif,2low_seed_set_low_exsertion,0.2183908046,87,19,3807,0.9157894737,0.2,38,48.75,-1.0109511557,-15202.1063973232,23.7397235163
../images/mask_set/2low_seed_set_low_exsertion/34.tif,2low_seed_set_low_exsertion,2.6428571429,111,42,10133,1.1684210526,0.4421052632,32,35.38,2.6391930575,-1924.1570298145,20.0078564405
../images/mask_set/2low_seed_set_low_exsertion/41.tif,2low_seed_set_low_exsertion,3.7307692308,97,26,5904,1.0210526316,0.2736842105,27,36.16,0.5389515661,-3614.4353609006,22.7794498762
../images/mask_set/2low_seed_set_low_exsertion/19.tif,2low_seed_set_low_exsertion,0.4,110,44,9348,1.1578947368,0.4631578947,35,48.2,-1.3091504198,-6155.4735702101,25.4253138684
../images/mask_set/2low_seed_set_low_exsertion/47.tif,2low_seed_set_low_exsertion,5.1764705882,88,17,3540,0.9263157895,0.1789473684,33,49.03,-1.4759089793,-16518.5404489221,25.045856773
../images/mask_set/2low_seed_set_low_exsertion/63.tif,2low_seed_set_low_exsertion,2.8157894737,107,38,8967,1.1263157895,0.4,35,48.56,-1.2486450247,-6551.4640324772,25.2698510463
../images/mask_set/2low_seed_set_low_exsertion/36.tif,2low_seed_set_low_exsertion,2.5714285714,108,42,9153,1.1368421053,0.4421052632,34,40.2,1.1223781651,-3394.6689115502,21.1230762404
../images/mask_set/2low_seed_set_low_exsertion/60.tif,2low_seed_set_low_exsertion,3.4333333333,103,30,6786,1.0842105263,0.3157894737,34,45.44,-0.486574496,-6712.7749646924,22.5496850079
../images/mask_set/2low_seed_set_low_exsertion/16.tif,2low_seed_set_low_exsertion,0.3737373737,99,37,6936,1.0421052632,0.3894736842,35,38.4,1.8489101399,-3725.8238370401,19.8278101455
../images/mask_set/2low_seed_set_low_exsertion/29.tif,2low_seed_set_low_exsertion,0.3734939759,83,31,5487,0.8736842105,0.3263157895,37,49.03,-1.2444388967,-10123.2569622015,23.1442018738
../images/mask_set/2low_seed_set_low_exsertion/15.tif,2low_seed_set_low_exsertion,0.3619047619,105,38,8754,1.1052631579,0.4,37,48.1,-0.8502281872,-6114.4964404275,22.4449534706
../images/mask_set/2low_seed_set_low_exsertion/2.tif,2low_seed_set_low_exsertion,0.487804878,82,40,6279,0.8631578947,0.4210526316,33,37.66,2.8983076492,-3847.8666523943,19.5679854404
../images/mask_set/2low_seed_set_low_exsertion/43.tif,2low_seed_set_low_exsertion,0.3448275862,116,40,10491,1.2210526316,0.4210526316,35,42.28,0.2772357728,-3576.364045893,22.3473456976
../images/mask_set/2low_seed_set_low_exsertion/25.tif,2low_seed_set_low_exsertion,0.3263157895,95,31,6033,1,0.3263157895,37,51.38,-1.1499931436,-8800.7710075246,20.4264050881
../images/mask_set/2low_seed_set_low_exsertion/71.tif,2low_seed_set_low_exsertion,3.4666666667,104,30,6633,1.0947368421,0.3157894737,35,44.47,-0.8455851076,-6728.6764094914,24.7386141478
../images/mask_set/2low_seed_set_low_exsertion/13.tif,2low_seed_set_low_exsertion,0.3565217391,115,41,10962,1.2105263158,0.4315789474,35,41.94,-1.0167378415,-3453.3920607614,26.5141440772
../images/mask_set/2low_seed_set_low_exsertion/49.tif,2low_seed_set_low_exsertion,3.7931034483,110,29,7110,1.1578947368,0.3052631579,35,46.88,-1.2040728457,-7270.6953515791,24.705624804
../images/mask_set/2low_seed_set_low_exsertion/12.tif,2low_seed_set_low_exsertion,0.3113207547,106,33,8388,1.1157894737,0.3473684211,33,37.66,2.3287198351,-2865.0474361341,19.4690207045
../images/mask_set/2low_seed_set_low_exsertion/50.tif,2low_seed_set_low_exsertion,3.15625,101,32,7197,1.0631578947,0.3368421053,38,43.62,1.3429993644,-5333.3236628829,18.9369251227
../images/mask_set/2low_seed_set_low_exsertion/67.tif,2low_seed_set_low_exsertion,2.575,103,40,8691,1.0842105263,0.4210526316,28,41.06,-1.1340611494,-4262.4907424384,27.4687462435
../images/mask_set/2low_seed_set_low_exsertion/73.tif,2low_seed_set_low_exsertion,2.1041666667,101,48,9219,1.0631578947,0.5052631579,35,44.47,-0.3573165424,-4803.79825212,23.1706160363
../images/mask_set/2low_seed_set_low_exsertion/42.tif,2low_seed_set_low_exsertion,2.8918918919,107,37,8655,1.1263157895,0.3894736842,28,43.53,-1.1930038366,-4813.1505912809,26.5968337834
../images/mask_set/2low_seed_set_low_exsertion/3.tif,2low_seed_set_low_exsertion,0.3846153846,104,40,7866,1.0947368421,0.4210526316,35,46.53,-0.70586906,-6010.4830434461,22.8701984755
../images/mask_set/2low_seed_set_low_exsertion/51.tif,2low_seed_set_low_exsertion,3.275862069,95,29,4884,1,0.3052631579,39,47.62,-0.5832432741,-10721.4817897147,22.1842367211
../images/mask_set/2low_seed_set_low_exsertion/55.tif,2low_seed_set_low_exsertion,3.1578947368,120,38,10449,1.2631578947,0.4,35,43.44,0.1494855401,-3967.5338567497,22.3088257785
../images/mask_set/2low_seed_set_low_exsertion/14.tif,2low_seed_set_low_exsertion,0.3211009174,109,35,8250,1.1473684211,0.3684210526,35,38.4,1.8770390257,-3159.5841897178,20.0879340107
../images/mask_set/2low_seed_set_low_exsertion/57.tif,2low_seed_set_low_exsertion,2.512195122,103,41,8414,1.0842105263,0.4315789474,31,39.2,0.6679270581,-3286.9576068833,21.50536837
../images/mask_set/2low_seed_set_low_exsertion/38.tif,2low_seed_set_low_exsertion,2.8974358974,113,39,9711,1.1894736842,0.4105263158,35,42.28,0.1623418023,-3932.474061103,23.2371180909
../images/mask_set/2low_seed_set_low_exsertion/6.tif,2low_seed_set_low_exsertion,2.8421052632,108,38,9597,1.1368421053,0.4,33,36.94,2.9929827847,-2350.0030516802,19.4092867346
../images/mask_set/2low_seed_set_low_exsertion/1.tif,2low_seed_set_low_exsertion,0.4414414414,111,49,10266,1.1684210526,0.5157894737,35,44.8,-0.8688614994,-4426.9458695204,24.542626148
../images/mask_set/2low_seed_set_low_exsertion/54.tif,2low_seed_set_low_exsertion,3.3225806452,103,31,5826,1.0842105263,0.3263157895,35,44.03,0.0103751791,-7239.2139934405,21.9648397126
../images/mask_set/2low_seed_set_low_exsertion/58.tif,2low_seed_set_low_exsertion,3.0833333333,111,36,9414,1.1684210526,0.3789473684,24,29.17,5.5255923318,-940.3849298524,18.1873671867
../images/mask_set/2low_seed_set_low_exsertion/27.tif,2low_seed_set_low_exsertion,0.3214285714,84,27,4941,0.8842105263,0.2842105263,38,48.38,-1.0171280066,-10550.4741656331,22.2975246918
../images/mask_set/2low_seed_set_low_exsertion/21.tif,2low_seed_set_low_exsertion,0.3928571429,112,44,9105,1.1789473684,0.4631578947,35,46.88,-1.0971748806,-5977.6805634093,25.3578812571
../images/mask_set/2low_seed_set_low_exsertion/9.tif,2low_seed_set_low_exsertion,0.3981481481,108,43,8853,1.1368421053,0.4526315789,26,32.34,4.0652725478,-1566.7555363837,19.3805652127
../images/mask_set/2low_seed_set_low_exsertion/33.tif,2low_seed_set_low_exsertion,2.9743589744,116,39,9591,1.2210526316,0.4105263158,28,34.38,2.7368284714,-1841.8391691253,20.5943868369
../images/mask_set/2low_seed_set_low_exsertion/5.tif,2low_seed_set_low_exsertion,0.2753623188,69,19,2766,0.7263157895,0.2,37,44.03,0.5257700291,-15326.7662505892,21.2808946909
../images/mask_set/2low_seed_set_low_exsertion/35.tif,2low_seed_set_low_exsertion,3.2571428571,114,35,9417,1.2,0.3684210526,22,28.11,4.9923784576,-806.3442173326,18.6437559118
../images/mask_set/2low_seed_set_low_exsertion/32.tif,2low_seed_set_low_exsertion,2.8285714286,99,35,7986,1.0421052632,0.3684210526,30,35.75,1.5779151524,-2691.5189441744,22.4904248243
../images/mask_set/2low_seed_set_low_exsertion/65.tif,2low_seed_set_low_exsertion,2.243902439,92,41,7746,0.9684210526,0.4315789474,35,47.06,-0.8419689354,-6673.9506952594,23.7877497365
../images/mask_set/2low_seed_set_low_exsertion/24.tif,2low_seed_set_low_exsertion,0.3142857143,105,33,7629,1.1052631579,0.3473684211,37,53.12,-1.4921666825,-7513.0414838127,20.4803497723
../images/mask_set/2low_seed_set_low_exsertion/44.tif,2low_seed_set_low_exsertion,0.2333333333,90,21,4038,0.9473684211,0.2210526316,35,45.88,-0.6892760684,-12059.5086114064,23.395286787
../images/mask_set/2low_seed_set_low_exsertion/30.tif,2low_seed_set_low_exsertion,0.3789473684,95,36,6840,1,0.3789473684,35,51.1,-1.3510894938,-8346.3553750851,22.9325876673
../images/mask_set/2low_seed_set_low_exsertion/48.tif,2low_seed_set_low_exsertion,4.08,102,25,5736,1.0736842105,0.2631578947,35,45.53,-0.5519009453,-7933.3552263647,22.5168706889
../images/mask_set/2low_seed_set_low_exsertion/56.tif,2low_seed_set_low_exsertion,4.2608695652,98,23,4320,1.0315789474,0.2421052632,32,42.53,0.0046677002,-8691.8666367852,22.7426632307
../images/mask_set/2low_seed_set_low_exsertion/46.tif,2low_seed_set_low_exsertion,4.1111111111,74,18,2763,0.7789473684,0.1894736842,32,39.03,0.5565842908,-10285.9962050465,22.457173623
../images/mask_set/2low_seed_set_low_exsertion/31.tif,2low_seed_set_low_exsertion,0.2980769231,104,31,6372,1.0947368421,0.3263157895,35,45.34,-0.2161063685,-6560.8693945408,21.0458130131
../images/mask_set/2low_seed_set_low_exsertion/7.tif,2low_seed_set_low_exsertion,3.1,124,40,10749,1.3052631579,0.4210526316,23,26.77,10.649593021,-543.4669465694,15.7424661217
../images/mask_set/2low_seed_set_low_exsertion/45.tif,2low_seed_set_low_exsertion,0.2839506173,81,23,3723,0.8526315789,0.2421052632,26,37.1,-0.3672907273,-7151.1356149732,26.1651520639
../images/mask_set/2low_seed_set_low_exsertion/69.tif,2low_seed_set_low_exsertion,2.6585365854,109,41,9675,1.1473684211,0.4315789474,35,47.34,-1.2185237282,-5766.2099234679,25.5484371794
../images/mask_set/2low_seed_set_low_exsertion/59.tif,2low_seed_set_low_exsertion,2.7714285714,97,35,7497,1.0210526316,0.3684210526,32,41.78,0.005075739,-4786.8098157222,22.8687460601
../images/mask_set/2low_seed_set_low_exsertion/10.tif,2low_seed_set_low_exsertion,0.2718446602,103,28,6380,1.0842105263,0.2947368421,30,38.94,-0.1116396979,-4607.8874897611,24.2169884493
../images/mask_set/2low_seed_set_low_exsertion/64.tif,2low_seed_set_low_exsertion,2.8333333333,102,36,8493,1.0736842105,0.3789473684,32,47.9,-1.383332382,-6569.26838703,25.7719426592
../images/mask_set/2low_seed_set_low_exsertion/39.tif,2low_seed_set_low_exsertion,2.8611111111,103,36,8712,1.0842105263,0.3789473684,32,40.97,0.6192674207,-3795.6803877669,21.7736602592
../images/mask_set/2low_seed_set_low_exsertion/17.tif,2low_seed_set_low_exsertion,0.4128440367,109,45,9885,1.1473684211,0.4736842105,35,46.34,-0.8530103608,-4908.4785071967,23.5604670662
../images/mask_set/2low_seed_set_low_exsertion/4.tif,2low_seed_set_low_exsertion,0.4183673469,98,41,8880,1.0315789474,0.4315789474,35,44.38,-0.7425733259,-5237.4093697403,25.2617230276
../images/mask_set/2low_seed_set_low_exsertion/28.tif,2low_seed_set_low_exsertion,0.3564356436,101,36,8073,1.0631578947,0.3789473684,37,50.78,-1.4011398427,-7490.8347675604,23.7948262686
../images/mask_set/2low_seed_set_low_exsertion/23.tif,2low_seed_set_low_exsertion,0.4074074074,108,44,9687,1.1368421053,0.4631578947,37,50.2,-1.1094994557,-5997.0195607187,22.1818264294
../images/mask_set/2low_seed_set_low_exsertion/72.tif,2low_seed_set_low_exsertion,3.8888888889,105,27,6657,1.1052631579,0.2842105263,28,34.9,1.6695761189,-2965.0272791704,22.2839726895
../images/mask_set/2low_seed_set_low_exsertion/8.tif,2low_seed_set_low_exsertion,0.4509803922,102,46,8913,1.0736842105,0.4842105263,35,35.2,3.3521609001,-2146.6492157041,19.6080581003
../images/mask_set/2low_seed_set_low_exsertion/40.tif,2low_seed_set_low_exsertion,2.5952380952,109,42,9072,1.1473684211,0.4421052632,28,36.16,1.1525591095,-2430.9558706281,22.7671791001
../images/mask_set/2low_seed_set_low_exsertion/68.tif,2low_seed_set_low_exsertion,2.5405405405,94,37,7662,0.9894736842,0.3894736842,38,47.34,-0.7797241484,-6766.8513232157,22.5378834509
../images/mask_set/2low_seed_set_low_exsertion/52.tif,2low_seed_set_low_exsertion,2.4736842105,94,38,7485,0.9894736842,0.4,37,41.22,3.4461015472,-4302.884255655,17.5279667617
../images/mask_set/2low_seed_set_low_exsertion/22.tif,2low_seed_set_low_exsertion,0.3027522936,109,33,6870,1.1473684211,0.3473684211,35,49.9,-1.1448458713,-8117.6531164042,22.8558885957
../images/mask_set/2low_seed_set_low_exsertion/53.tif,2low_seed_set_low_exsertion,3.027027027,112,37,7413,1.1789473684,0.3894736842,35,44.8,-0.5988711289,-6082.2896472722,23.8222009097
../images/mask_set/2low_seed_set_low_exsertion/37.tif,2low_seed_set_low_exsertion,2.9722222222,107,36,8652,1.1263157895,0.3789473684,35,45.53,-1.0204883095,-5558.1310336308,25.12835732
../images/mask_set/2low_seed_set_low_exsertion/62.tif,2low_seed_set_low_exsertion,2.2608695652,104,46,8772,1.0947368421,0.4842105263,33,39.88,1.2109518911,-3382.4664409046,20.7116824875
../images/mask_set/2low_seed_set_low_exsertion/20.tif,2low_seed_set_low_exsertion,0.3125,96,30,6288,1.0105263158,0.3157894737,37,44.12,-0.0576834157,-6604.9856932363,21.8395958652
../images/mask_set/2low_seed_set_low_exsertion/11.tif,2low_seed_set_low_exsertion,0.3300970874,103,34,8175,1.0842105263,0.3578947368,33,39.56,1.6989999373,-3503.6442811174,19.8779952783
../images/mask_set/2low_seed_set_low_exsertion/70.tif,2low_seed_set_low_exsertion,4.3181818182,95,22,4740,1,0.2315789474,30,38.25,1.8057995366,-5513.9440513649,20.7095657545
../images/mask_set/2low_seed_set_low_exsertion/66.tif,2low_seed_set_low_exsertion,2.225,89,40,6945,0.9368421053,0.4210526316,32,41.28,-0.153302364,-5098.5009568627,23.4193532905
../images/mask_set/2low_total_spikelets_high_seed_set/18.tif,2low_total_spikelets_high_seed_set,0.3603603604,111,40,8634,1.1684210526,0.4210526316,26,35.12,0.3906221942,-2306.0549511478,24.0860001316
../images/mask_set/2low_total_spikelets_high_seed_set/34.tif,2low_total_spikelets_high_seed_set,0.3716814159,113,42,10674,1.1894736842,0.4421052632,35,44.22,-0.7024045088,-4155.2217433482,24.6487470325
../images/mask_set/2low_total_spikelets_high_seed_set/19.tif,2low_total_spikelets_high_seed_set,0.3966942149,121,48,11172,1.2736842105,0.5052631579,26,32.84,1.5013429959,-1379.7552111313,22.4004133605
../images/mask_set/2low_total_spikelets_high_seed_set/36.tif,2low_total_spikelets_high_seed_set,0.3109243697,119,37,8055,1.2526315789,0.3894736842,28,41.47,-1.2736008052,-4713.3414088567,27.9996245866
../images/mask_set/2low_total_spikelets_high_seed_set/16.tif,2low_total_spikelets_high_seed_set,0.25,120,30,8361,1.2631578947,0.3157894737,31,41.78,-0.8279798757,-4322.2267478049,24.8864232055
../images/mask_set/2low_total_spikelets_high_seed_set/29.tif,2low_total_spikelets_high_seed_set,0.3333333333,111,37,9351,1.1684210526,0.3894736842,23,30.03,3.2612337244,-1168.7196536202,21.2778309895
../images/mask_set/2low_total_spikelets_high_seed_set/15.tif,2low_total_spikelets_high_seed_set,0.3852459016,122,47,11586,1.2842105263,0.4947368421,28,34.22,1.6009531007,-1551.9336008657,22.2020617252
../images/mask_set/2low_total_spikelets_high_seed_set/2.tif,2low_total_spikelets_high_seed_set,0.4117647059,119,49,12126,1.2526315789,0.5157894737,38,40.1,1.9893470446,-2439.4696868212,19.4069359667
../images/mask_set/2low_total_spikelets_high_seed_set/25.tif,2low_total_spikelets_high_seed_set,0.3008849558,113,34,8802,1.1894736842,0.3578947368,30,45.88,-1.3838958275,-5204.7065755223,25.7534268915
../images/mask_set/2low_total_spikelets_high_seed_set/13.tif,2low_total_spikelets_high_seed_set,0.2384615385,130,31,8505,1.3684210526,0.3263157895,26,35.8,0.1281621462,-2593.6034502166,24.8274230861
../images/mask_set/2low_total_spikelets_high_seed_set/12.tif,2low_total_spikelets_high_seed_set,0.3223140496,121,39,10035,1.2736842105,0.4105263158,26,34.3,2.4480857529,-1761.1886943641,20.9885598159
../images/mask_set/2low_total_spikelets_high_seed_set/3.tif,2low_total_spikelets_high_seed_set,0.2180451128,133,29,9132,1.4,0.3052631579,32,36.1,4.6988177452,-2181.6147927535,17.5170909692
../images/mask_set/2low_total_spikelets_high_seed_set/14.tif,2low_total_spikelets_high_seed_set,0.2991452991,117,35,8295,1.2315789474,0.3684210526,25,29.39,7.4194638476,-1028.0676371727,16.6908807235
../images/mask_set/2low_total_spikelets_high_seed_set/26.tif,2low_total_spikelets_high_seed_set,0.3461538462,104,36,8118,1.0947368421,0.3789473684,26,40.03,-0.9248872158,-3972.633609324,26.326732258
../images/mask_set/2low_total_spikelets_high_seed_set/38.tif,2low_total_spikelets_high_seed_set,0.3853211009,109,42,9732,1.1473684211,0.4421052632,27,32.94,1.8132739816,-1589.1459963539,22.559352102
../images/mask_set/2low_total_spikelets_high_seed_set/6.tif,2low_total_spikelets_high_seed_set,0.3186813187,91,29,5481,0.9578947368,0.3052631579,26,34.38,0.311241484,-3451.0142860295,24.7545511671
../images/mask_set/2low_total_spikelets_high_seed_set/1.tif,2low_total_spikelets_high_seed_set,0.4077669903,103,42,9306,1.0842105263,0.4421052632,39,47.62,-0.0481369562,-5111.9990142395,20.1056645932
../images/mask_set/2low_total_spikelets_high_seed_set/27.tif,2low_total_spikelets_high_seed_set,0.328125,128,42,12150,1.3473684211,0.4421052632,27,38.12,-0.4940340682,-2340.7604693949,26.071063743
../images/mask_set/2low_total_spikelets_high_seed_set/21.tif,2low_total_spikelets_high_seed_set,0.3220338983,118,38,9564,1.2421052632,0.4,26,32.47,1.7922774634,-1520.9550979042,22.015421035
../images/mask_set/2low_total_spikelets_high_seed_set/9.tif,2low_total_spikelets_high_seed_set,0.3214285714,112,36,8655,1.1789473684,0.3789473684,26,31.3,3.6354345181,-1357.9507299505,19.6263719583
../images/mask_set/2low_total_spikelets_high_seed_set/33.tif,2low_total_spikelets_high_seed_set,0.2457627119,118,29,7998,1.2421052632,0.3052631579,26,35.94,-0.2896078431,-2899.1329938792,25.9457784399
../images/mask_set/2low_total_spikelets_high_seed_set/5.tif,2low_total_spikelets_high_seed_set,0.4196428571,112,47,9081,1.1789473684,0.4947368421,26,38.94,-0.364797152,-3149.6385100859,24.7276975985
../images/mask_set/2low_total_spikelets_high_seed_set/35.tif,2low_total_spikelets_high_seed_set,0.3275862069,116,38,9960,1.2210526316,0.4,25,32.66,2.3110986507,-1494.500082093,20.9710957668
../images/mask_set/2low_total_spikelets_high_seed_set/32.tif,2low_total_spikelets_high_seed_set,0.3035714286,112,34,8586,1.1789473684,0.3578947368,35,49.03,-1.37689865,-6543.6625425051,24.1642331677
../images/mask_set/2low_total_spikelets_high_seed_set/24.tif,2low_total_spikelets_high_seed_set,0.4132231405,121,50,10842,1.2736842105,0.5263157895,28,36.88,0.1469902651,-2149.9776661172,23.3747617565
../images/mask_set/2low_total_spikelets_high_seed_set/30.tif,2low_total_spikelets_high_seed_set,0.3046875,128,39,10665,1.3473684211,0.4105263158,33,47.34,-1.1894294466,-4654.119198901,24.4907906033
../images/mask_set/2low_total_spikelets_high_seed_set/31.tif,2low_total_spikelets_high_seed_set,0.2916666667,120,35,10098,1.2631578947,0.3684210526,26,35.25,-0.1858905352,-2198.8569040325,26.4169522319
../images/mask_set/2low_total_spikelets_high_seed_set/7.tif,2low_total_spikelets_high_seed_set,0.3181818182,132,42,11739,1.3894736842,0.4421052632,28,46.53,-1.4478773964,-3614.276103461,24.9512416055
../images/mask_set/2low_total_spikelets_high_seed_set/10.tif,2low_total_spikelets_high_seed_set,0.3070866142,127,39,10878,1.3368421053,0.4105263158,26,27.56,9.366741482,-574.2951996842,16.0428347297
../images/mask_set/2low_total_spikelets_high_seed_set/39.tif,2low_total_spikelets_high_seed_set,0.3760683761,117,44,10860,1.2315789474,0.4631578947,30,43.38,-1.1470445325,-3392.2497672905,24.9661476489
../images/mask_set/2low_total_spikelets_high_seed_set/17.tif,2low_total_spikelets_high_seed_set,0.2881355932,118,34,9051,1.2421052632,0.3578947368,26,31.9,2.1456832462,-1519.9203817319,21.887361407
../images/mask_set/2low_total_spikelets_high_seed_set/4.tif,2low_total_spikelets_high_seed_set,0.4519230769,104,47,10536,1.0947368421,0.4947368421,35,44.22,-0.7257944843,-4008.3703299145,24.0745243782
../images/mask_set/2low_total_spikelets_high_seed_set/28.tif,2low_total_spikelets_high_seed_set,0.4242424242,99,42,9048,1.0421052632,0.4421052632,28,39.2,-0.6645755707,-3558.8166513165,27.1153895856
../images/mask_set/2low_total_spikelets_high_seed_set/23.tif,2low_total_spikelets_high_seed_set,0.4956521739,115,57,11562,1.2105263158,0.6,28,41.94,-0.6430331389,-3084.8329225545,24.1719834023
../images/mask_set/2low_total_spikelets_high_seed_set/8.tif,2low_total_spikelets_high_seed_set,0.2686567164,134,36,10695,1.4105263158,0.3789473684,26,33.9,0.8555951542,-1631.6177542237,22.569726294
../images/mask_set/2low_total_spikelets_high_seed_set/40.tif,2low_total_spikelets_high_seed_set,0.247706422,109,27,6024,1.1473684211,0.2842105263,26,33.97,0.2103992113,-3238.9117850571,25.3526671793
../images/mask_set/2low_total_spikelets_high_seed_set/22.tif,2low_total_spikelets_high_seed_set,0.2459016393,122,30,8529,1.2842105263,0.3157894737,35,51.78,-1.551437361,-7336.251638484,24.6873299619
../images/mask_set/2low_total_spikelets_high_seed_set/37.tif,2low_total_spikelets_high_seed_set,0.3245614035,114,37,7863,1.2,0.3894736842,33,46.44,-1.3527455749,-5278.3243331547,23.8197619726
../images/mask_set/2low_total_spikelets_high_seed_set/20.tif,2low_total_spikelets_high_seed_set,0.313559322,118,37,9897,1.2421052632,0.3894736842,33,48.94,-1.3673531974,-5309.2459084885,24.0917400626
../images/mask_set/2low_total_spikelets_high_seed_set/11.tif,2low_total_spikelets_high_seed_set,0.3223140496,121,39,9361,1.2736842105,0.4105263158,30,35.8,0.7613466065,-2356.2831720241,23.7214387688
